customerID,churn_probability,driver_1,driver_2,driver_3,recommended_action,expected_monthly_loss
7903-CMPEY,0.7103361273239877,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.04
3199-XGZCY,0.709937334959371,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.42
9391-EOYLI,0.70991495742729,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.11
4806-HIPDW,0.7096971462517229,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.93
6437-UKHMV,0.7093935558385978,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.54
3716-BDVDB,0.7093894243796347,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.02
7638-QVMVY,0.7091668439104722,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.02
2799-ARNLO,0.7089019087088074,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.16
3045-XETSH,0.7088461754799741,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.23
6986-IXNDM,0.7088306490899967,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,65.85
6857-VWJDT,0.7087847295989286,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.8
7354-OIJLX,0.7086078476345881,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.75
4735-ASGMA,0.708479934394386,InternetService=Fiber optic,tenure,Contract=Month-to-month,Price/quality review call for fiber plan,69.68
3428-XZMAZ,0.7083883045670986,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.13
6457-GIRWB,0.7083883045670986,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.13
2026-TGDHM,0.7081484221340296,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.16
3247-ZVOUO,0.7080976895579922,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.58
3834-XUIFC,0.7078711914387402,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.31
7392-YYPYJ,0.7077424602780472,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.23
4282-YMKNA,0.7077076177053863,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.9
0880-TKATG,0.707671899722949,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.58
1820-TQVEV,0.7075859495984497,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.21
5445-UTODQ,0.7074492520855419,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.37
6502-MJQAE,0.707385158578343,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.23
7254-IQWOZ,0.70718428673826,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.26
5561-NWEVX,0.7070337370795537,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.0
5168-MSWXT,0.7069923336098104,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.99
8107-KNCIM,0.7068728713183079,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.09
3750-CKVKH,0.7066013106087592,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.87
4510-HIMLV,0.7065811867566995,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.32
4603-JANFB,0.7063799920958224,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.34
5349-IECLD,0.7062908471865106,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.06
9885-CSMWE,0.7062804738567297,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.41
5542-TBBWB,0.7061787168450895,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.36
5875-YPQFJ,0.7061787168450895,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.36
9804-ICWBG,0.7061787168450895,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.36
2018-QKYGT,0.7057296157839008,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.2
7938-OUHIO,0.705624858256122,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.65
2929-ERCFZ,0.7055953879954552,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.47
3494-JCHRQ,0.7055744080179487,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.43
2272-QAGFO,0.7054641092962826,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.42
3292-PBZEJ,0.7051301695600843,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,78.55
5928-QLDHB,0.705039264356496,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.76
5357-TZHPP,0.7050296358029897,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.5
2446-PLQVO,0.7045656191916848,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.53
9728-FTTVZ,0.7044891151136949,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.75
7660-HDPJV,0.7044891151136949,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.75
4853-OITSN,0.7044364955502717,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.8
9685-WKZGT,0.7044129333672802,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.8
7465-ZZRVX,0.7043636207321369,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.55
9239-ZBZZV,0.7042285042164418,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,33.77
3707-GNWHM,0.7040430704709202,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.28
5429-LWCMV,0.7037953103217164,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.74
7273-TEFQD,0.7036734056916522,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,28.96
5919-TMRGD,0.7036627631216884,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.84
8290-YWKHZ,0.7036224067001885,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,65.58
4298-OYIFC,0.7035434718799028,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.78
0488-GSLFR,0.7032757416368622,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.88
6356-ELRKD,0.7029135020637599,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.2
7665-TOALD,0.702870644385959,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.92
7594-RQHXR,0.7028407458123691,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.95
3254-YRILK,0.7026978677382156,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.98
1977-STDKI,0.7022990984244845,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.27
9274-CNFMO,0.7021122208238507,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.62
8065-YKXKD,0.7016112291356889,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.45
2657-VPXTA,0.7014409842317124,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.32
6583-KQJLK,0.701331430677027,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.38
3091-FYHKI,0.7012793651259993,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,24.86
7363-QTBIW,0.7012714758182359,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.93
4143-OOBWZ,0.7011396112314684,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.0
0841-NULXI,0.7008727016146983,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,24.92
0328-GRPMV,0.7008403798192441,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.13
4702-IOQDC,0.7008403798192441,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.13
7145-FEJWU,0.7007719422665166,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,73.79
5244-IRFIH,0.7007079018064065,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,66.22
7029-RPUAV,0.7006005573469478,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.38
6326-MTTXK,0.7004892331338446,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.64
1640-PLFMP,0.7002297522620665,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.19
3244-DCJWY,0.7002297522620665,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.19
1024-VRZHF,0.7001480078815503,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.48
6653-CBBOM,0.7000260514148737,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.21
2897-DOVND,0.6996708595844744,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.84
2612-RANWT,0.699663986211597,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.07
0375-HVGXO,0.699585766149974,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,24.28
4285-GYRQC,0.6990452407251481,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.29
5376-DEQCP,0.6988021873781126,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.34
1184-PJVDB,0.6984174988464592,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.84
1031-IIDEO,0.6977801337753545,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.44
2636-OHFMN,0.697590055404934,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,33.87
9717-QEBGU,0.6974717627725416,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.03
9330-IJWIO,0.6973982936329328,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.98
7831-QGOXH,0.6970142505801874,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.39
1219-NNDDO,0.6969682876198533,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.56
3276-HDUEG,0.6962257107808327,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.25
8699-ASUFO,0.6959711497879429,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.78
7321-VGNKU,0.6957835987620621,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.95
0872-NXJYS,0.6955591807112451,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.33
6507-ZJSUR,0.6954052171746362,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.9
8835-VSDSE,0.6953843202146944,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.16
5378-IKEEG,0.6952862976305725,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,24.86
3957-LXOLK,0.6950645466125391,InternetService=Fiber optic,Contract=Month-to-month,tenure,Price/quality review call for fiber plan,73.78
4482-EWFMI,0.6949338493563112,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.44
6702-OHFWR,0.6948147623455186,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,30.09
6000-APYLU,0.6944439956051034,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,56.11
7379-POKDZ,0.6941626535942043,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.8
2761-OCIAX,0.6936305043788212,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.81
6996-KNSML,0.6935088720693835,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.94
6215-NQCPY,0.6933779312366479,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.13
2485-ITVKB,0.6932803815058985,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,24.33
2952-QAYZF,0.6929904541235881,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.11
0871-URUWO,0.692742580611791,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,70.83
1980-KXVPM,0.6925427064173683,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.98
4445-ZJNMU,0.6925367075446195,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.77
8625-AZYZY,0.6925318323678364,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,72.47
7394-LWLYN,0.6924860259955186,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.58
0679-IDSTG,0.692167522111995,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.93
6198-RTPMF,0.6920593128893773,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.08
9317-WZPGV,0.6917943334065778,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.17
9237-HQITU,0.6915804859299062,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.89
2840-XANRC,0.6913605785240727,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.4
3746-EUBYR,0.6912625689098301,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.57
9897-KXHCM,0.6910725493154792,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.49
8800-JOOCF,0.6904482286999729,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.03
0306-JAELE,0.6904211620361282,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.35
0822-GAVAP,0.6903020620764391,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,23.95
6618-RYATB,0.6900777336493829,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.9
4132-KALRO,0.6899045305231309,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.58
3721-CNEYS,0.689842902689339,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.94
4813-HQMGZ,0.6897495331630508,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.25
0345-HKJVM,0.6894442443546334,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.57
3318-OSATS,0.6891285604565947,InternetService=Fiber optic,TotalCharges,Contract=Month-to-month,Price/quality review call for fiber plan,65.78
3217-FZDMN,0.689054475222211,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,65.08
6856-RAURS,0.6890109205251352,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.61
3329-WDIOK,0.6886950014628122,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,34.85
6331-EWIEB,0.6886827617530027,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.71
3191-CSNMG,0.6886629479383976,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.58
7384-GHBPI,0.6883328175362609,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,24.19
5366-IJEQJ,0.6880388647195654,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,61.03
4631-OACRM,0.6878698596302625,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.62
4884-ZTHVF,0.6876527741534438,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.89
7932-WPTDS,0.6871688213837441,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,17.04
7005-CCBKV,0.686885424123275,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.97
1016-DJTSV,0.686852836823893,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.87
2845-HSJCY,0.6868281328899785,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.93
7994-UYIVZ,0.6866757331853626,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.81
7245-NIIWQ,0.6866201537084684,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.96
9633-XQABV,0.6864410405942819,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.22
3999-QGRJH,0.6862451950618483,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.83
0023-HGHWL,0.6862213551952985,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,17.22
3629-ZNKXA,0.6858211055488056,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,69.82
4706-AXVKM,0.685775554034417,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.15
7625-XCQRH,0.6853427269117627,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.43
5167-ZFFMM,0.6850887332287124,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,62.24
6077-BDPXA,0.6850641947055549,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.06
4123-DVHPH,0.6849622486743222,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.31
4633-MKHYU,0.6842291614002662,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.49
0168-XZKBB,0.6840162152962126,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,59.41
3990-QYKBE,0.6838995232991124,InternetService=Fiber optic,TotalCharges,Contract=Month-to-month,Price/quality review call for fiber plan,63.26
2754-SDJRD,0.6837134457993697,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,68.47
5275-SQEIZ,0.6837017688060264,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,55.28
8313-NDOIA,0.683206552803297,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,71.16
2379-ENZGV,0.6831137185544965,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.96
5159-YFPKQ,0.68306876977661,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.78
7568-PODML,0.6830383483466531,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,30.94
9279-CJEOJ,0.6828759501856025,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,65.15
5628-FCGYG,0.6828654552386798,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.43
1226-IENZN,0.6827373977067027,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.77
7479-NITWS,0.6825995394404123,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,60.99
7028-DVOIQ,0.6825135103922535,InternetService=Fiber optic,Contract=Month-to-month,TotalCharges,Price/quality review call for fiber plan,67.6
0495-ZBNGW,0.6821292265623418,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.5
9314-IJWSQ,0.6816253969322523,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.8
6851-WEFYX,0.68158907006623,InternetService=Fiber optic,TotalCharges,Contract=Month-to-month,Price/quality review call for fiber plan,68.7
1768-ZAIFU,0.6811059990447702,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,17.16
2568-BRGYX,0.6806976830440606,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.78
7409-KIUTL,0.6804887159357407,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.31
0018-NYROU,0.68040680465788,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,46.91
1251-STYSZ,0.6802650966633175,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,54.59
2107-FBPTK,0.6801367312742276,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,70.8
7511-YMXVQ,0.6800674977483494,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,30.88
0004-TLHLJ,0.6797931543649596,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.24
7240-ETPTR,0.6793511478130335,tenure,MonthlyCharges,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,33.12
3138-BKYAV,0.6792410761476914,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.97
6960-HVYXR,0.6789516635973157,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,51.6
3874-EQOEP,0.6788664580107103,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.49
9992-RRAMN,0.6788512572210865,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.77
1731-TVIUK,0.6788388021004192,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.47
6060-DRTNL,0.6784518019221841,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.57
6372-RFVNS,0.6783698098261959,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.46
6221-AVQYL,0.6783561384262233,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,49.69
6543-XRMYR,0.6783552928390392,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,67.63
6877-TJMBR,0.678310015750122,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.52
5419-CONWX,0.6777412583631465,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,67.64
9408-SSNVZ,0.6777393971043725,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.54
2754-VDLTR,0.6777037970998339,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,64.52
4958-XCBDQ,0.6776167105420965,InternetService=Fiber optic,TotalCharges,Contract=Month-to-month,Price/quality review call for fiber plan,68.71
1254-IZEYF,0.6773732234357532,InternetService=Fiber optic,Contract=Month-to-month,InternetService=DSL,Price/quality review call for fiber plan,67.7
2777-PHDEI,0.6771158016944636,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,52.85
8943-URTMR,0.676448222541458,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.88
3106-ULWFW,0.6761410517797143,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.61
2057-ZBLPD,0.675941642603709,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,58.47
2058-DCJBE,0.6759054314147,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.14
6689-TCZHQ,0.6757485752217508,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.35
6047-YHPVI,0.6757236271256511,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,47.1
8111-RKSPX,0.675604722393263,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,48.78
0329-GTIAJ,0.6755832887880207,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,66.14
8519-IMDHU,0.6755341023619863,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,57.83
5393-RXQSZ,0.6754843338430763,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,53.77
5609-CEBID,0.6753054621946223,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,63.55
7823-JSOAG,0.675032695149674,tenure,InternetService=Fiber optic,Contract=Month-to-month,Enroll in 90-day onboarding check-in program,50.29
